Total Households Serviced,Single Family Dwellings,Multi-Family Dwellings,User Pay Waste Collection (Pay-As-You-Throw),Full User Pay,Partial User Pay,Bag Limit Program for Garbage Collection,Program Code,Municipal Group,Single Stream,Residential Collection Costs,Residential Processing Costs,Residential Depot/Transfer Costs,Residential Promotion & Education Costs,Interest on Municipal  Capital,Administration Costs,Total Gross Revenue,Year,TOTAL Reported and/or Calculated Marketed Tonnes,operation cost,Program efficiency,change of Households Serviced,change of Marketed Tonnes,Quadrant
2098,0,0,False,False,False,False,775,8,True,0.0,29102.88,91110.23999999999,9347.41,172.53,5088.44,0.0,2020,171.21134730686416,125301.56,0.0047831338736925135,-175.0,33.04695235886126,3
20930,52,52,False,False,False,True,786,7,False,1027437.5499999999,195574.45,296085.31,21051.8,51295.02,55523.33,167373.52,2020,3058.6,1574620.6400000001,0.005081243605797895,345.0,-19.060000000000855,2
216,0,0,False,False,False,False,790,8,True,0.0,4663.29,4237.92,61.14,0.0,270.09,0.0,2020,11.85004110738747,9171.3,0.005516401961906745,-5.0,2.0581424188786226,3
337,26,0,True,True,False,False,794,6,False,12649.87,2032.2,31546.93,1077.5,272.02,2338.28,0.0,2020,20.222113750946736,48567.28,0.0016997476262844008,0.0,0.5637670199713902,3
2466,26,26,True,True,False,True,795,8,True,72816.79,62023.65,56501.02,4541.29,6119.16,8859.62,4554.55,2020,179.13172249647664,200201.08,0.0033198340207591837,91.0,-75.66193481624023,2
142,0,0,False,False,False,False,796,8,True,0.0,0.0,24384.57,0.0,513.06,791.53,0.0,2020,35.5,25176.1,0.002820134969276417,0.0,3.5,3
425,0,0,False,False,False,False,797,8,False,0.0,0.0,42001.87,0.0,0.0,1694.71,1315.0,2020,18.13646385828356,43696.58,0.0020092007196302326,-20.0,-6.231149045134327,4
1253,0,0,False,False,False,False,801,8,False,0.0,0.0,109159.81,1978.0,0.0,4312.63,0.0,2020,81.92258974223245,113472.44,0.002823494709309255,0.0,-53.15209490704706,4
292,26,26,False,False,False,False,806,6,True,38429.39,0.0,14594.32,0.0,0.0,1661.12,0.0,2020,38.00000000000001,54684.83,0.0019262664372936616,0.0,10.000000000000014,3
5026,52,52,False,False,False,True,809,8,True,391526.94,29049.48,8548.26,0.0,12432.36,21325.9,0.0,2020,126.16898242797926,450450.58,0.0017678295616095547,-11.0,-222.29580931718527,4
1299,52,0,True,False,True,False,810,8,False,1987.5,104916.93,47804.54,0.0,529.88,5663.6,0.0,2020,136.83999999999997,160372.57,0.002628942088523124,-4.0,11.849999999999952,3
6706,52,52,True,True,False,False,811,6,True,224196.46,73887.5,296254.01,4844.68,24801.03,29721.43,3336.7400000000002,2020,628.7618076825127,624059.4,0.003290401710542406,0.0,42.03687389220704,3
934,52,0,True,False,True,False,812,8,True,12871.49,0.0,70005.59,424.15,513.57,3192.2,164.5,2020,35.618797095482755,86069.28,0.002119165584898975,-2.0,-6.514545390827607,4
550,52,0,False,False,False,False,818,8,False,0.0,0.0,18655.0,50.71,0.0,562.19,0.0,2020,32.857676017331165,19217.19,0.006995356986277114,0.0,-6.791025078298219,4
521,26,26,False,False,False,False,824,6,True,48365.1,0.0,8500.0,0.0,0.0,1875.95,0.0,2020,32.54,58741.049999999996,0.002216592863488152,0.0,-1.0700000000000003,4
205,52,52,False,False,False,True,826,6,True,31262.87,0.0,3976.88,0.0,0.0,1136.73,0.0,2020,45.95000000000001,36376.48,0.0026680810389760213,0.0,6.769600000000004,3
158,0,0,False,False,False,False,830,9,True,0.0,13413.42,14848.15,0.0,0.0,1144.81,0.0,2020,24.409999999999997,29406.38,0.0021118879302576507,-443.0,8.281418637608667,3
860,0,0,True,False,True,False,833,8,False,0.0,24638.91,13956.76,50.0,0.0,1439.51,0.0,2020,55.57387943158762,40035.18,0.005460630587366,860.0,-6.231962690598877,2
916,0,0,False,False,False,False,834,8,False,0.0,9130.43,40761.49,10786.17,686.51,2658.41,5361.7,2020,114.62,52550.33,0.006165985389051825,3.0,40.39,1
2071,52,0,False,False,False,False,837,8,False,24783.42,0.0,132937.66,259.0,748.26,6208.8,0.0,2020,194.5,163929.88,0.003871611144478251,9.0,17.50999999999999,1
1674,26,26,True,True,False,False,840,6,False,156200.96,0.0,0.0,4222.6,0.0,4897.16,0.0,2020,148.27232695257985,161098.12,0.0030925541033274425,0.0,9.720299192665578,3
345,26,26,False,False,False,False,843,6,True,31535.99,0.0,0.0,0.0,0.0,946.08,0.0,2020,24.999999999999996,32482.070000000003,0.00285914284727031,0.0,0.27999999999999403,3
304,0,0,False,False,False,False,845,8,True,0.0,0.0,2655.4,0.0,0.0,90.13,0.0,2020,1.2819104353130037,2745.53,0.007190174652437027,-1.0,-2.916630297313811,4
357,26,0,False,False,False,True,846,6,True,37843.19,0.0,0.0,0.0,0.0,1135.3,0.0,2020,28.75,38978.490000000005,0.002599130117870744,0.0,4.054000000000002,3
543,52,52,False,False,False,True,914,8,False,18908.7,0.0,0.0,532.3,0.0,593.88,0.0,2020,47.014024663782486,19502.58,0.008192596434617321,0.0,0.0,4
6062,52,52,True,False,True,False,854,7,True,590490.44,98284.32,24792.530000000002,15892.46,0.0,22739.57,17207.98,2020,1034.6772209405237,736306.86,0.003401351879591759,182.0,105.43722094052373,1
1605,52,0,True,False,True,False,855,7,False,143788.0,9253.0,0.0,2425.81,0.0,4712.52,530.0,2020,225.15,157753.52,0.0038106094089202687,0.0,70.03646243001705,3
233,26,26,False,False,False,True,862,7,False,10628.21,0.0,0.0,330.0,0.0,335.35,10454.92,2020,13.035311829144867,10963.56,0.005026747553169291,26.0,0.6898700820923498,1
1321,0,0,False,False,False,False,866,8,False,0.0,0.0,47940.87,2287.35,0.0,1552.59,0.0,2020,137.85276769715003,49493.46,0.008622065904548526,-1.0,-9.899366332860751,4
272,0,0,False,False,False,False,871,8,False,0.0,0.0,14299.1,467.54,0.0,738.33,0.0,2020,18.023491155764304,15037.43,0.004656185694679471,0.0,5.809105053584956,3
2369,0,0,False,False,False,False,873,8,False,0.0,0.0,89500.0,913.93,96.37,3317.24,0.0,2020,162.89000000000007,92817.24,0.006692695895365322,26.0,-22.779999999999973,2
47845,52,52,True,True,False,False,878,4,True,2015529.3199999998,1226871.73,262710.68,130417.56999999999,18558.55,132734.27,556703.9400000001,2020,7068.770000000001,3637846.0,0.0050552879107229574,548.0,-324.72999999999774,2
3443,26,26,True,False,True,False,885,5,False,78533.68,42309.95,4951.36,1102.28,0.0,3828.96,0.0,2020,35.334385264868686,129623.95,0.0026908037848721723,82.0,-406.1456147351313,2
1438,52,0,True,False,True,False,888,6,False,66513.21,0.0,4623.14,0.0,0.0,2134.09,0.0,2020,93.49794664651309,73270.44,0.005004396135934437,0.0,-10.14959436218048,4
548,52,0,False,False,False,False,889,6,True,46121.0,5315.0,0.0,137.0,0.0,1549.93,0.0,2020,36.29027399017052,52985.93,0.0026614900163081153,3.0,0.031545575260423675,2
1492,26,26,True,False,True,False,891,6,True,103993.75,0.0,0.0,1399.81,0.0,3189.8,0.0,2020,273.03166188315413,107183.55,0.005954739684248418,7.0,-18.11177761136537,2
1938,26,0,True,True,False,False,897,8,True,79640.11,17594.81,232658.83,3051.41,3381.81,15214.61,200.0,2020,89.93975179187129,345108.36,0.0012097545071456525,0.0,17.578324936933953,3
437,52,52,False,False,False,False,904,6,False,12373.92,0.0,0.0,1331.25,0.0,437.78,0.0,2020,32.31019292050708,12811.7,0.00927478248988811,0.0,8.668745439474208,3
2490,0,0,True,True,False,False,905,8,False,0.0,0.0,67207.01999999999,850.0,0.0,2724.71,0.0,2020,104.80390710632473,69931.73,0.007304897697571046,0.0,11.710714031417027,3
2311,26,0,True,True,False,False,906,6,True,208685.53999999998,7499.8,14656.65,3993.66,721.67,7478.53,38252.3,2020,219.59999999999997,238320.51999999996,0.0029891981363479266,12.0,-32.30000000000004,2
1324,0,0,False,False,False,False,907,8,False,0.0,0.0,16890.78,0.0,2015.74,841.43,0.0,2020,12.40092665345982,17732.21,0.007226170359892919,22.0,-7.222471905549352,2
4593,52,52,True,False,True,False,909,5,False,135837.83,43982.8,0.0,4265.91,0.0,5643.27,1334.85,2020,481.24,185463.9,0.008016221220274237,135.0,33.38000000000005,1
1207,52,52,True,False,True,False,917,6,True,53046.65,0.0,0.0,440.0,0.0,1613.4,249.67,2020,208.7606404745742,54660.05,0.009183493453082552,0.0,20.65756221517617,3
980,0,0,False,False,False,False,918,8,False,0.0,0.0,55899.89,668.63,0.0,2055.35,0.0,2020,55.46090672906836,57955.24,0.0040226644919188655,-3.0,-6.196405662261874,4
1086,0,0,False,False,False,False,922,8,False,0.0,0.0,133540.52,0.0,7582.23,7056.14,7437.3,2020,150.75772640800346,140596.66,0.002877926501794964,0.0,102.62772640800345,3
512,26,26,False,False,False,False,923,5,False,32194.94,0.0,0.0,282.26,0.0,979.96,84.96,2020,44.48,33174.9,0.004548914220349132,0.0,-0.4633491485054151,4
1877,0,0,False,False,False,False,924,8,False,0.0,0.0,45606.78,1414.0,7.63,1639.51,0.0,2020,74.91828218603861,47246.29,0.007937035638645406,14.0,-19.791263842304843,2
745,12,12,True,True,False,False,929,8,False,11235.99,22728.0,37478.08,2104.29,0.0,2473.2,0.0,2020,61.55274245722206,73915.27,0.00289712792657576,0.0,7.854876231188946,3
866,0,0,True,False,True,False,936,9,False,0.0,0.0,73447.75,23.98,0.0,3204.75,0.0,2020,41.00040080660366,76652.5,0.0024582535404842846,62.0,0.5566287987437093,1
791,0,0,False,False,False,False,952,9,False,0.0,43524.01,44770.98,474.11,328.89,3584.42,3120.3,2020,58.01,91879.41,0.0023314251483370287,0.0,3.6899999999999977,3
1145,0,0,False,False,False,False,955,8,True,0.0,0.0,30413.54,357.0,0.0,1112.83,0.0,2020,53.89365121795087,31526.370000000003,0.007879480386693692,0.0,3.6168303978878242,3
672,26,0,True,False,True,False,957,6,False,40034.73,0.0,0.0,1289.4299999999998,0.0,1265.51,0.0,2020,111.08692740797255,41300.240000000005,0.006615513171387628,1.0,9.938180694860762,1
1977,52,52,True,False,True,False,958,7,False,197750.0,0.0,0.0,627.2,0.0,5963.86,123.4,2020,497.66213501309284,203713.86,0.00486911526882366,0.0,-10.9386116107014,4
2237,26,0,True,False,False,False,959,6,True,82059.31,42578.71,0.0,1268.49,0.0,3802.57,0.0,2020,397.3617132699998,128440.59,0.007340467327236758,15.0,66.82525401566636,1
1137,52,52,True,True,False,False,967,7,False,80892.99,11553.99,0.0,1408.8000000000002,1587.16,4541.07,0.0,2020,180.04372698414892,96988.05000000002,0.004664993058844315,6.0,24.04382437012012,1
108,52,0,False,False,False,False,969,6,True,31766.38,0.0,43494.75,5500.0,7066.61,4083.39,0.0,2020,22.47158471426664,79344.52,0.000620885890488717,0.0,2.218556851343674,3
1806,26,0,True,False,True,False,970,6,True,72851.5,0.0,0.0,0.0,0.0,2185.55,280.0,2020,198.2688139950779,75037.05,0.00797462602068077,7.0,42.31697718485569,1
7700,52,52,True,True,False,False,971,7,False,338761.39999999997,265350.82,19641.64,951.46,90.06,19577.97,91228.23,2020,902.9599999999998,643331.83,0.004098685347349288,133.0,14.61999999999989,1
365,0,0,False,False,False,False,973,8,True,0.0,0.0,9832.650000000001,0.0,227.86,415.81,0.0,2020,9.27095939824583,10248.460000000001,0.005676101610894461,0.0,1.1697482530766408,3
164,0,0,False,False,False,False,974,8,False,2093.88,0.0,14403.75,84.03999999999999,276.5,554.83,0.0,2020,13.39,17052.460000000003,0.0027480534341612086,4.0,-4.079999999999998,2
213,52,0,False,False,False,False,975,7,False,56980.99,12827.77,8738.45,0.0,798.33,3710.72,0.0,2020,19.552967743717296,82257.93,0.000784545918223701,9.0,-10.764571436942465,2
286,52,52,False,False,False,False,976,7,True,55326.18,0.0,8649.59,457.65,2087.13,3326.03,0.0,2020,16.321466792467348,67301.8,0.0010151633489248356,6.0,-15.000832332220043,2
311,52,0,False,False,False,True,977,7,False,69489.92,0.0,0.0,0.0,0.0,2084.7,0.0,2020,47.431154642315114,71574.62,0.0016968872717759646,0.0,0.3384929178897309,3
457,52,52,False,False,False,False,978,8,True,24543.95,0.0,0.0,2027.34,512.35,1354.18,0.0,2020,27.087988365245018,25898.13,0.004296136489742881,6.0,2.0799017866792546,1
157,52,52,False,False,False,False,980,6,True,33946.8,5626.71,0.0,0.0,0.0,1187.21,0.0,2020,27.866291129542205,40760.72,0.001622734854501809,0.0,0.0,4
357,52,52,True,True,False,True,981,7,False,143493.65,0.0,0.0,0.0,2876.56,7318.51,26749.0,2020,228.70889114628977,150812.16,0.001894694838637465,-38.0,26.19297164527751,3
703,52,24,False,False,False,False,982,9,True,0.0,35982.21,78048.66,0.0,0.0,3420.93,0.0,2020,67.75812300940163,117451.79999999999,0.0018582265849326728,4.0,-38.96485713231564,2
614,26,0,True,False,True,False,983,7,True,47300.53,0.0,0.0,0.0,0.0,1419.02,0.0,2020,54.73299733631058,48719.549999999996,0.0037627514632690823,614.0,-21.164784296778855,2
174,52,0,False,False,False,False,984,7,False,13171.91,0.0,0.0,2729.51,0.0,531.63,0.0,2020,21.29969952882271,13703.539999999999,0.004442511807904692,0.0,-0.9622860136329301,4
1226,0,0,False,False,False,False,985,8,False,0.0,0.0,229276.67,1962.17,12562.64,10561.4,0.0,2020,56.68622604100798,239838.07,0.0010991725814569254,8.0,-8.981389083441236,2
327,52,52,False,False,False,False,986,6,True,42581.07,0.0,0.0,450.0,0.0,1299.93,0.0,2020,8.324787410276711,43881.0,0.0011890056986357314,3.0,0.5053575223307982,1
3166,0,0,False,False,False,False,987,9,False,4859.8,0.0,90447.52,3500.0,1.63,3660.69,0.0,2020,330.67110027386093,98968.01000000001,0.010338528700388653,7.0,-68.5768162677611,2
862,26,26,False,False,False,False,988,6,False,92519.53,7364.7,0.0,20858.15,6270.8,6203.37,0.0,2020,139.37355407721688,106087.59999999999,0.0032672261453613417,20.0,6.168596628127943,1
2918,52,52,True,False,True,False,989,6,True,128896.39,33357.24,16017.01,2157.57,7733.89,8580.69,6553.83,2020,122.45296824942312,186851.33000000002,0.0031991242562491914,-5.0,-204.25126590667372,4
234455,52,52,True,False,True,True,1,1,True,6307948.14,4444310.85,270700.75,93565.59999999999,18187.44,398875.62,950288.1100000001,2021,33795.78,11421835.359999998,0.007793366330328107,5799.0,-3081.0899999999965,2
242377,52,52,True,False,True,False,6,2,False,11517646.93,6084861.5,363994.81,360246.42000000004,343666.5,626216.06,5947218.35,2021,41238.33999999999,18592719.299999997,0.005377165179936937,2862.0,-131.38000000000466,2
15519,26,26,True,True,False,False,8,5,True,542558.63,390689.66,73142.95,3123.27,1051.56,31968.42,403560.81000000006,2021,2253.1899999999996,1038359.66,0.0056948588791281745,233.0,403.23999999999955,1
41407,52,52,True,True,False,True,12,4,False,2386838.55,2433683.75,51930.17,77521.18,18591.77,204807.34,1376037.5499999998,2021,6048.029999999999,5077259.81,0.003116839679858249,439.0,870.8000000000002,1
55876,52,52,True,False,True,False,14,3,False,2006942.84,0.0,549628.25,132046.62,47344.5,100150.92,380885.7,2021,11359.300000000001,2656722.01,0.009482925208657034,523.0,-847.119999999999,2
168187,26,26,False,False,False,True,18,2,False,5123108.71,4345884.85,20870.02,274941.0,146895.89,346264.95,5030534.29,2021,20313.559999999998,9836128.529999997,0.005942443176021109,0.0,1722.5299999999952,3
859854,26,26,True,True,False,False,20,1,True,24202464.189999998,32731158.05,8030472.91,772933.5,713253.88,2495559.6,18779347.939999998,2021,94359.44,67459654.74999999,0.0042224150531317405,-2544.0,-9495.279999999999,4
36040,52,52,True,True,False,False,21,4,False,3152937.48,878321.0,227763.6,66571.65,2670.87,139219.32,1108723.19,2021,5438.3499999999985,4398241.4,0.0031830752529827576,460.0,343.1899999999987,1
30578,52,52,False,False,False,True,34,4,False,1114125.23,1063866.22,0.0,14032.08,426.13,69286.07,921612.7799999999,2021,4310.08,2247277.52,0.005108465871549097,-98.0,55.75,3
47128,26,26,True,False,True,True,36,3,True,1700226.59,5069891.18,203254.08,10732.71,142363.78,356323.42,1206895.49,2021,4971.59,7329695.27,0.002088340150947252,-3479.0,593.5,3
2332,26,26,True,True,False,False,39,7,True,97854.0,32600.66,47881.8,1058.09,2227.34,6312.01,951.67,2021,253.36,184648.47000000003,0.004162819543355163,31.0,-25.54708471167214,2
9710,26,26,True,True,False,True,41,5,False,359806.03,177440.77,0.0,10259.67,0.0,16630.39,294651.75,2021,1364.97,553877.1900000001,0.006572910033115045,80.0,-195.61000000000013,2
189677,42,42,True,False,True,False,50,1,False,7546478.39,4747389.92,160900.12,218082.25,182702.46,413449.63,4638269.89,2021,22326.379999999994,12868218.059999999,0.00505705969822687,3211.0,-862.2200000000084,2
210698,52,52,True,False,True,False,53,2,False,6860236.54,4430222.0,101119.61,164969.4,127509.41,398762.59,6313683.25,2021,32911.33000000001,11790340.739999998,0.007062794446169367,5523.0,-295.22000000000116,2
34485,52,52,True,False,True,False,55,3,False,849684.12,492127.92,48521.46,1889.27,0.0,42767.41,217316.16,2021,3158.4400000000005,1433100.91,0.007282402167042182,0.0,-418.4299999999989,4
14194,52,52,True,False,True,False,56,5,False,856448.5700000001,149900.08,19429.43,6913.64,333.49,32105.77,42700.71,2021,2532.6,1057883.85,0.00566758072486402,165.0,-143.67000000000053,2
3162,26,26,True,True,False,False,59,7,True,137770.82,0.0,1177.47,12117.25,347.45,4815.23,0.0,2021,224.73470165236895,143763.52000000002,0.005863640068437277,9.0,-14.746006754170509,2
10298,52,52,True,False,True,False,67,5,True,185874.06,0.0,0.0,25111.59,0.0,6831.8,0.0,2021,1079.7775674537168,192705.86,0.017304086315217893,173.0,-241.87269890328093,2
83108,52,52,True,True,False,False,87,4,False,3739875.41,1648964.8599999999,39061.16,57329.03,7947.16,173089.83,1812904.22,2021,11249.390000000001,5600991.26,0.005459099465413965,2752.0,1527.9174000000003,1
36977,52,52,True,False,True,True,88,4,False,1839597.92,971141.3300000001,352429.12,45152.94,0.0,99149.97,1048910.48,2021,5380.820000000001,3262318.3400000003,0.004323781421602441,256.0,121.04000000000087,1
50629,52,52,True,False,True,True,89,4,False,1778565.47,1958099.97,1399602.5,29424.6,16966.82,168703.02,1193245.8599999999,2021,5688.74,5304970.959999999,0.0031990770956585456,427.0,139.96000000000004,1
390096,52,52,True,False,True,True,97,1,True,12624244.08,14399825.649999999,2823289.4,1150193.96,507534.85,1103517.41,11253837.650000002,2021,54619.66999999999,30950876.539999995,0.004716146980739854,5540.0,-2974.4700000000084,2
545,52,52,False,False,False,False,100,9,True,0.0,0.0,30772.08,0.0,0.0,923.16,0.0,2021,36.05255465692667,31695.24,0.004422544672539818,12.0,0.18195372593601178,2
35096,26,26,True,False,True,False,103,3,True,984301.76,820489.47,0.0,21787.86,0.0,56280.67,722298.0799999998,2021,3704.330000000001,1861071.9,0.00612661363728971,0.0,-483.71000000000004,4
50618,26,26,True,False,True,True,123,3,False,811629.91,1755112.1,292173.66,69751.09,134.27,91008.87,613594.22,2021,6734.169999999999,2949924.5400000005,0.006258692606448257,1920.0,-175.51000000000113,2
1493,26,26,True,True,False,False,128,7,True,68100.1,0.0,53875.56,257.04,0.0,4450.83,265.5,2021,135.00863958903545,126426.49,0.0035511793262696556,-1.0,4.2842968641403445,3
23467,26,26,True,False,True,True,143,4,False,583671.2999999999,370792.37,55781.6,35777.39,0.0,35880.71,780052.83,2021,2906.479999999999,1046125.9799999999,0.007894569790317099,850.0,-123.42000000000098,2
3094,26,26,True,False,True,False,152,7,True,93326.38,25737.68,50329.61,14372.16,739.9,6482.77,0.0,2021,339.44866846214023,175876.43999999997,0.00582692654194831,-100.0,-6.606105718308243,4
3912,26,26,True,True,False,False,157,5,True,183258.41,0.0,25857.29,1167.23,0.0,6331.83,150.0,2021,308.3666731159024,215447.53,0.005097903628399742,36.0,-67.83588755217517,2
7298,0,0,False,False,False,True,159,9,False,0.0,103566.24,214212.97999999998,2976.6,0.0,10192.18,0.0,2021,784.3756335362949,327971.39999999997,0.007295045463097563,415.0,6.202278167890768,1
8285,52,52,True,False,True,True,162,7,False,441435.44,0.0,46063.23,2630.21,35.08,15087.39,55722.71,2021,1197.1099999999997,502586.06,0.006266179726001982,-226.0,-31.44000000000051,4
5220,52,52,True,False,True,False,166,7,False,383827.97,108750.7,13549.34,10591.43,0.0,15984.4,154957.8,2021,726.77,522112.41000000003,0.003730523082175081,0.0,-109.81680000000006,4
235903,52,52,False,False,False,True,172,1,False,11683877.03,6153895.88,90306.29,313919.14,125387.02,592016.32,5187768.4799999995,2021,32572.739999999998,18520095.52,0.004733154227885387,3288.0,1105.3599999999897,1
3325,0,0,True,False,True,False,173,9,False,0.0,61801.85,191598.39,7202.620000000001,1637.07,9500.38,0.0,2021,368.71000000000004,262900.62,0.004211595691945165,-128.0,29.77000000000004,3
43560,52,52,False,False,False,True,179,3,False,2331442.86,491065.47,219421.08,65499.61,681.58,96044.58,16987.4,2021,5299.9,3137973.99,0.0048420406787170025,816.0,46.789999999999054,1
73906,52,52,True,False,True,False,183,4,True,4592024.0,2168818.68,395231.94,51130.84,2219.66,234052.35,830619.73,2021,12436.0824,7390126.97,0.004102321982673885,163.0,1165.6523999999972,1
77244,52,52,True,True,False,False,186,4,True,5315578.18,3316460.56,0.0,40035.009999999995,223895.05,444798.44,2557234.56,2021,9865.789999999999,9076837.18,0.00304133154082587,5164.0,-1098.3899999999994,2
1916,0,0,False,False,False,False,188,8,False,0.0,91691.1,63432.39,0.0,310.73,6923.79,42285.0,2021,197.78,162047.28,0.0037988066794203226,0.0,20.930000000000035,3
34681,26,26,True,True,False,True,190,4,False,1408833.61,756156.2799999999,286693.25,31681.969999999998,27957.79,122372.52,797103.2,2021,3127.4500000000007,2574055.66,0.004045973740222821,-7.0,-186.92999999999847,4
2969,26,26,False,False,False,True,192,7,False,126552.44,40877.23,25115.63,807.14,0.0,6435.41,50028.32000000001,2021,262.2,198980.71000000002,0.004434150876067449,-147.0,28.20999999999998,3
6103,52,52,True,True,False,False,204,9,True,20974.8,159186.71,311642.51,0.0,0.0,20986.97,0.0,2021,416.3252302759538,512790.99,0.0031084770452910024,114.0,-197.01476972404635,2
7800,52,52,True,True,False,True,205,7,False,234690.19,151349.18,40987.73,4919.15,3944.06,18767.53,0.0,2021,550.8546689197105,445794.63,0.004649764806245652,51.0,26.278960083376774,1
5528,26,26,True,True,False,True,212,7,True,196504.05,115189.79,0.0,4200.3099999999995,0.0,9560.83,690.0,2021,412.7910843855214,321254.67,0.0047021851098756695,44.0,-62.37801405642318,2
22531,52,52,False,False,False,True,214,5,True,948411.54,987021.72,26117.65,7484.16,752.17,61146.69,891786.46,2021,3362.9200000000005,2022697.5999999999,0.004303457741155793,125.0,119.13000000000056,1
6290,52,52,True,True,False,True,216,7,False,405994.34,0.0,0.0,9247.69,0.0,12642.21,102254.19,2021,906.27,418636.55000000005,0.00570317872945436,70.0,-22.930478220876694,2
3974,52,52,True,True,False,False,218,9,False,73906.19,0.0,149330.28,2035.2,0.0,9015.18,30.0,2021,254.33375968949872,232251.65,0.004328696420062352,4.0,-6.163911904132306,2
3295,52,52,True,False,True,True,223,5,False,130413.35,18518.49,51458.67999999999,2493.04,1925.54,6978.24,2274.2,2021,294.77000000000004,207368.75999999998,0.004752542611393374,110.0,-7.3899999999999295,2
2211,52,52,True,True,False,False,224,5,False,73863.25,0.0,16595.7,2479.37,0.0,2837.74,165.0,2021,185.92003153456116,93296.69,0.006872127800579242,647.0,10.195337869802245,1
6478,52,52,True,True,False,False,229,7,False,343187.52,127723.56,0.0,0.0,0.0,14127.33,159801.27,2021,835.52,485038.41000000003,0.004796481407205808,199.0,-19.15000000000009,2
1191,52,52,True,True,False,False,230,9,False,18057.31,0.0,111883.04,3452.52,0.0,6308.5,3610.4,2021,134.0635311631771,136248.84999999998,0.0029327724136556936,-19.0,0.2256395094036634,3
1934,0,0,False,False,False,False,232,8,False,0.0,0.0,141900.99,550.78,0.0,6233.44,0.0,2021,111.60992973333416,148134.43,0.0031363436436914693,8.0,18.66815639153127,1
18445,26,26,True,False,True,False,233,5,False,512063.56,247532.81,0.0,8388.01,550.29,23598.94,410686.88,2021,2226.56,783195.3099999999,0.008182508272011725,91.0,-81.42000000000007,2
7285,52,52,True,True,False,True,236,7,False,291635.2,187784.71,73397.77,3179.11,539.21,18492.88,263853.92,2021,1167.29,571310.56,0.005104249665589466,7.0,31.0,1
393,52,52,True,False,True,True,238,7,False,18614.18,0.0,0.0,0.0,0.0,567.83,0.0,2021,38.49314164623718,19182.010000000002,0.006412004833000567,-6.0,-8.164584494215347,4
19964,26,26,True,True,False,True,239,7,False,1009952.29,682360.94,38061.19,45719.119999999995,4026.55,68806.96,644798.9299999999,2021,2914.7799999999997,1799181.38,0.004239862018324703,419.0,-126.76000000000067,2
3342,0,0,False,False,False,False,245,8,False,421.46,21426.0,575792.53,9932.88,1451.64,28867.75,0.0,2021,233.43,626507.74,0.0014097922443719625,-1.0,9.100000000000023,3
10939,52,52,False,False,False,True,249,7,True,527747.28,203234.11,0.0,2500.0,8633.61,32467.38,0.0,2021,1082.9419435527961,763448.77,0.004508286409609748,29.0,-80.13997265824696,2
454823,26,26,True,False,False,True,270,1,True,18329285.43,16025993.649999999,1064462.45,539855.29,1516748.13,1414568.63,3758333.17,2021,67066.13,36834310.160000004,0.004741549532086109,8756.0,-9716.73999999999,2
4893,52,52,True,False,True,True,271,7,False,193051.59999999998,603299.68,0.0,19727.57,0.0,37411.09,268283.31,2021,699.7199999999999,833762.37,0.002219256299323037,235.0,-142.17999999999995,2
2562,52,52,True,True,False,False,272,5,False,101435.19,0.0,0.0,0.0,0.0,3043.06,0.0,2021,332.5309054271933,104478.25,0.008834453323907547,69.0,-9.298421772415622,2
6338,26,26,False,False,False,True,275,7,True,332926.02,162197.5,0.0,3753.4,0.0,15127.76,184857.01,2021,733.0999999999999,510251.28,0.004224483559834316,153.0,40.819999999999936,1
1408,0,0,True,False,True,False,277,9,False,0.0,18840.3,172146.49,678.34,-298.54,9191.52,25952.739999999994,2021,105.5,200178.30999999997,0.0019253537661211597,0.0,8.150000000000006,3
2865,0,0,False,False,False,False,279,9,False,0.0,0.0,170206.65,1381.89,3406.29,6034.86,0.0,2021,279.9812301777484,176241.50999999998,0.005081811676148642,-1.0,-38.3323944820832,4
1453,52,52,True,True,False,False,282,7,False,16960.41,0.0,48907.24,490.5,0.0,2978.7,0.0,2021,126.50880242886886,68846.34999999999,0.006227478818701738,3.0,0.8831572274567208,1
1344,52,52,True,True,False,False,287,7,True,45783.35,0.0,59696.91,0.0,1209.46,4418.82,144.0,2021,132.59802498771433,109899.08000000002,0.00384126355009274,0.0,-20.132446876720707,4
2735,26,26,True,False,True,False,290,7,True,115935.26,130061.05,0.0,2623.76,758.35,9867.7,88464.71,2021,309.0635469534524,255864.01,0.0035932989915732805,0.0,-11.887147868783188,4
36235,52,52,False,False,False,True,293,3,False,2059581.6,1255001.09,129315.1,104689.51000000001,2440.64,109729.36,1465119.84,2021,6294.840000000001,3553627.1500000004,0.004249957836654949,916.0,68.28000000000065,1
7323,52,52,True,False,True,False,294,7,False,652635.95,0.0,0.0,3424.76,0.0,19872.69,1505.0,2021,1138.4739294732788,672508.6399999999,0.004293467638025192,36.0,42.2737263052843,1
10679,52,52,True,False,True,False,296,7,False,688376.62,425086.66,7694.93,16626.21,0.0,34466.06,300828.91,2021,804.0600000000002,1155624.27,0.0025356707907300945,73.0,2.560000000000059,1
5778,26,26,True,False,True,False,301,7,True,187933.26,255031.24,11994.29,11285.5,74.43,18215.31,35150.61,2021,583.8238348013793,473174.1,0.0038815815475357314,102.0,-38.185051837966625,2
